# == pyFAI calibration ==
# Distance Sample to Detector: 0.5717115570308332 m
# PONI: 1.291e-01, 1.314e-01 m
# Rotations: 0.000000 0.000000 0.000000 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 571.712 mm
# Center: x=763.724, y=750.752 pix
# Tilt: 0.000 deg  TiltPlanRot: 0.000 deg
# 
# Detector Pilatus CdTe 2M	 PixelSize= 1.720e-04, 1.720e-04 m
#    Detector has a mask: True 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 1.17e-11 m
# Mask applied: user provided
# Dark current applied: False
# Flat field applied: False
# Polarization factor: None
# Normalization factor: 1.0
# --> C:/Users/tdouglas/Documents/SHS/data_for_kaushik/Gain_corrected\NiAl8_pt003sec_00000.xy
#       2th_deg             I 
  5.801534e+00    1.427747e+01
  5.809487e+00    1.327730e+01
  5.817440e+00    1.246376e+01
  5.825392e+00    1.189405e+01
  5.833345e+00    1.153482e+01
  5.841298e+00    1.129146e+01
  5.849251e+00    1.117657e+01
  5.857203e+00    1.109716e+01
  5.865156e+00    1.109831e+01
  5.873109e+00    1.107068e+01
  5.881062e+00    1.108801e+01
  5.889014e+00    1.105526e+01
  5.896967e+00    1.104858e+01
  5.904920e+00    1.104646e+01
  5.912873e+00    1.104023e+01
  5.920825e+00    1.111592e+01
  5.928778e+00    1.123726e+01
  5.936731e+00    1.135291e+01
  5.944684e+00    1.124505e+01
  5.952637e+00    1.112013e+01
  5.960589e+00    1.106041e+01
  5.968542e+00    1.112015e+01
  5.976495e+00    1.117529e+01
  5.984448e+00    1.121260e+01
  5.992400e+00    1.123843e+01
  6.000353e+00    1.127867e+01
  6.008306e+00    1.121960e+01
  6.016259e+00    1.127167e+01
  6.024211e+00    1.126533e+01
  6.032164e+00    1.125640e+01
  6.040117e+00    1.130254e+01
  6.048070e+00    1.144649e+01
  6.056022e+00    1.152229e+01
  6.063975e+00    1.161432e+01
  6.071928e+00    1.155902e+01
  6.079881e+00    1.158471e+01
  6.087833e+00    1.166240e+01
  6.095786e+00    1.182851e+01
  6.103739e+00    1.193150e+01
  6.111692e+00    1.196668e+01
  6.119644e+00    1.202059e+01
  6.127597e+00    1.210448e+01
  6.135550e+00    1.231060e+01
  6.143503e+00    1.245431e+01
  6.151455e+00    1.258015e+01
  6.159408e+00    1.274051e+01
  6.167361e+00    1.299040e+01
  6.175314e+00    1.329743e+01
  6.183266e+00    1.388756e+01
  6.191219e+00    1.481409e+01
  6.199172e+00    1.608083e+01
  6.207125e+00    1.793821e+01
  6.215077e+00    2.103929e+01
  6.223030e+00    2.623245e+01
  6.230983e+00    3.444105e+01
  6.238936e+00    4.586645e+01
  6.246888e+00    6.049826e+01
  6.254841e+00    7.758280e+01
  6.262794e+00    9.621172e+01
  6.270747e+00    1.144169e+02
  6.278699e+00    1.309041e+02
  6.286652e+00    1.445363e+02
  6.294605e+00    1.544889e+02
  6.302558e+00    1.604005e+02
  6.310510e+00    1.628489e+02
  6.318463e+00    1.624407e+02
  6.326416e+00    1.602887e+02
  6.334369e+00    1.550397e+02
  6.342321e+00    1.467258e+02
  6.350274e+00    1.353553e+02
  6.358227e+00    1.213193e+02
  6.366180e+00    1.047659e+02
  6.374132e+00    8.693328e+01
  6.382085e+00    6.930813e+01
  6.390038e+00    5.342867e+01
  6.397991e+00    4.044592e+01
  6.405943e+00    3.041333e+01
  6.413896e+00    2.361234e+01
  6.421849e+00    1.935366e+01
  6.429802e+00    1.679737e+01
  6.437755e+00    1.529689e+01
  6.445707e+00    1.452160e+01
  6.453660e+00    1.414771e+01
  6.461613e+00    1.383510e+01
  6.469566e+00    1.354986e+01
  6.477518e+00    1.353760e+01
  6.485471e+00    1.388085e+01
  6.493424e+00    1.460714e+01
  6.501377e+00    1.567405e+01
  6.509329e+00    1.748132e+01
  6.517282e+00    2.046318e+01
  6.525235e+00    2.445691e+01
  6.533188e+00    2.936738e+01
  6.541140e+00    3.456913e+01
  6.549093e+00    3.973827e+01
  6.557046e+00    4.471845e+01
  6.564999e+00    4.864203e+01
  6.572951e+00    5.139294e+01
  6.580904e+00    5.335170e+01
  6.588857e+00    5.456913e+01
  6.596810e+00    5.506998e+01
  6.604762e+00    5.476263e+01
  6.612715e+00    5.384224e+01
  6.620668e+00    5.224658e+01
  6.628621e+00    4.976080e+01
  6.636573e+00    4.620953e+01
  6.644526e+00    4.183699e+01
  6.652479e+00    3.699081e+01
  6.660432e+00    3.207994e+01
  6.668384e+00    2.723020e+01
  6.676337e+00    2.268545e+01
  6.684290e+00    1.892929e+01
  6.692243e+00    1.603434e+01
  6.700195e+00    1.419648e+01
  6.708148e+00    1.302370e+01
  6.716101e+00    1.224786e+01
  6.724054e+00    1.175839e+01
  6.732006e+00    1.136422e+01
  6.739959e+00    1.114424e+01
  6.747912e+00    1.091405e+01
  6.755865e+00    1.085771e+01
  6.763817e+00    1.084881e+01
  6.771770e+00    1.076985e+01
  6.779723e+00    1.058654e+01
  6.787676e+00    1.051190e+01
  6.795628e+00    1.046585e+01
  6.803581e+00    1.048412e+01
  6.811534e+00    1.038719e+01
  6.819487e+00    1.034513e+01
  6.827439e+00    1.035442e+01
  6.835392e+00    1.029466e+01
  6.843345e+00    1.027077e+01
  6.851298e+00    1.019622e+01
  6.859250e+00    1.019729e+01
  6.867203e+00    1.022274e+01
  6.875156e+00    1.015460e+01
  6.883109e+00    1.007323e+01
  6.891061e+00    1.003982e+01
  6.899014e+00    1.006290e+01
  6.906967e+00    1.008064e+01
  6.914920e+00    1.004367e+01
  6.922873e+00    1.001501e+01
  6.930825e+00    9.960282e+00
  6.938778e+00    9.928540e+00
  6.946731e+00    9.978069e+00
  6.954684e+00    1.003711e+01
  6.962636e+00    9.991442e+00
  6.970589e+00    9.989497e+00
  6.978542e+00    9.976665e+00
  6.986495e+00    9.941492e+00
  6.994447e+00    9.908630e+00
  7.002400e+00    9.912115e+00
  7.010353e+00    9.973957e+00
  7.018306e+00    1.001122e+01
  7.026258e+00    9.987093e+00
  7.034211e+00    9.977143e+00
  7.042164e+00    9.931234e+00
  7.050117e+00    9.908679e+00
  7.058069e+00    9.952613e+00
  7.066022e+00    1.002292e+01
  7.073975e+00    1.009432e+01
  7.081928e+00    1.011011e+01
  7.089880e+00    1.014678e+01
  7.097833e+00    1.008405e+01
  7.105786e+00    1.006976e+01
  7.113739e+00    1.007115e+01
  7.121691e+00    1.027439e+01
  7.129644e+00    1.063405e+01
  7.137597e+00    1.110040e+01
  7.145550e+00    1.178499e+01
  7.153502e+00    1.260618e+01
  7.161455e+00    1.343215e+01
  7.169408e+00    1.421490e+01
  7.177361e+00    1.503632e+01
  7.185313e+00    1.580610e+01
  7.193266e+00    1.641918e+01
  7.201219e+00    1.691235e+01
  7.209172e+00    1.723053e+01
  7.217124e+00    1.723554e+01
  7.225077e+00    1.714647e+01
  7.233030e+00    1.708457e+01
  7.240983e+00    1.697538e+01
  7.248935e+00    1.672905e+01
  7.256888e+00    1.635395e+01
  7.264841e+00    1.594776e+01
  7.272794e+00    1.532221e+01
  7.280746e+00    1.459580e+01
  7.288699e+00    1.382802e+01
  7.296652e+00    1.309740e+01
  7.304605e+00    1.243481e+01
  7.312557e+00    1.194921e+01
  7.320510e+00    1.173137e+01
  7.328463e+00    1.180454e+01
  7.336416e+00    1.217797e+01
  7.344368e+00    1.286192e+01
  7.352321e+00    1.362285e+01
  7.360274e+00    1.432194e+01
  7.368227e+00    1.480998e+01
  7.376180e+00    1.526587e+01
  7.384132e+00    1.574378e+01
  7.392085e+00    1.607255e+01
  7.400038e+00    1.615440e+01
  7.407991e+00    1.609244e+01
  7.415943e+00    1.598666e+01
  7.423896e+00    1.592464e+01
  7.431849e+00    1.581055e+01
  7.439802e+00    1.573816e+01
  7.447754e+00    1.547683e+01
  7.455707e+00    1.504337e+01
  7.463660e+00    1.449561e+01
  7.471613e+00    1.394647e+01
  7.479565e+00    1.336283e+01
  7.487518e+00    1.273122e+01
  7.495471e+00    1.221430e+01
  7.503424e+00    1.187804e+01
  7.511376e+00    1.190600e+01
  7.519329e+00    1.224965e+01
  7.527282e+00    1.295278e+01
  7.535235e+00    1.397792e+01
  7.543187e+00    1.533446e+01
  7.551140e+00    1.691551e+01
  7.559093e+00    1.842339e+01
  7.567046e+00    1.979754e+01
  7.574998e+00    2.091211e+01
  7.582951e+00    2.195672e+01
  7.590904e+00    2.276074e+01
  7.598857e+00    2.333419e+01
  7.606809e+00    2.356415e+01
  7.614762e+00    2.362609e+01
  7.622715e+00    2.355300e+01
  7.630668e+00    2.344953e+01
  7.638620e+00    2.312426e+01
  7.646573e+00    2.276571e+01
  7.654526e+00    2.197819e+01
  7.662479e+00    2.103793e+01
  7.670431e+00    1.988141e+01
  7.678384e+00    1.850849e+01
  7.686337e+00    1.701324e+01
  7.694290e+00    1.554998e+01
  7.702242e+00    1.416668e+01
  7.710195e+00    1.292924e+01
  7.718148e+00    1.194607e+01
  7.726101e+00    1.126069e+01
  7.734053e+00    1.072721e+01
  7.742006e+00    1.032334e+01
  7.749959e+00    1.010324e+01
  7.757912e+00    9.974680e+00
  7.765864e+00    9.848237e+00
  7.773817e+00    9.712339e+00
  7.781770e+00    9.669246e+00
  7.789723e+00    9.730304e+00
  7.797675e+00    9.711622e+00
  7.805628e+00    9.675871e+00
  7.813581e+00    9.635829e+00
  7.821534e+00    9.623997e+00
  7.829486e+00    9.690578e+00
  7.837439e+00    9.662062e+00
  7.845392e+00    9.612329e+00
  7.853345e+00    9.560387e+00
  7.861298e+00    9.595192e+00
  7.869250e+00    9.684838e+00
  7.877203e+00    9.703514e+00
  7.885156e+00    9.716399e+00
  7.893109e+00    9.711337e+00
  7.901061e+00    9.695305e+00
  7.909014e+00    9.701686e+00
  7.916967e+00    9.768479e+00
  7.924920e+00    9.865191e+00
  7.932872e+00    9.827184e+00
  7.940825e+00    9.736509e+00
  7.948778e+00    9.727183e+00
  7.956731e+00    9.779681e+00
  7.964683e+00    9.835176e+00
  7.972636e+00    9.853680e+00
  7.980589e+00    9.856233e+00
  7.988542e+00    9.883781e+00
  7.996494e+00    9.964590e+00
  8.004447e+00    1.004979e+01
  8.012400e+00    1.020037e+01
  8.020353e+00    1.033163e+01
  8.028305e+00    1.056724e+01
  8.036258e+00    1.087568e+01
  8.044211e+00    1.128315e+01
  8.052164e+00    1.171822e+01
  8.060116e+00    1.226544e+01
  8.068069e+00    1.274337e+01
  8.076022e+00    1.306454e+01
  8.083975e+00    1.329759e+01
  8.091927e+00    1.350954e+01
  8.099880e+00    1.373239e+01
  8.107833e+00    1.384901e+01
  8.115786e+00    1.390128e+01
  8.123738e+00    1.395270e+01
  8.131691e+00    1.399674e+01
  8.139644e+00    1.402173e+01
  8.147597e+00    1.408372e+01
  8.155549e+00    1.417946e+01
  8.163502e+00    1.430936e+01
  8.171455e+00    1.445805e+01
  8.179408e+00    1.475046e+01
  8.187360e+00    1.533408e+01
  8.195313e+00    1.632773e+01
  8.203266e+00    1.794445e+01
  8.211219e+00    2.030169e+01
  8.219171e+00    2.330269e+01
  8.227124e+00    2.679340e+01
  8.235077e+00    3.067995e+01
  8.243030e+00    3.455435e+01
  8.250982e+00    3.833573e+01
  8.258935e+00    4.155532e+01
  8.266888e+00    4.391423e+01
  8.274841e+00    4.532447e+01
  8.282793e+00    4.617786e+01
  8.290746e+00    4.648480e+01
  8.298699e+00    4.661330e+01
  8.306652e+00    4.641608e+01
  8.314604e+00    4.618715e+01
  8.322557e+00    4.554312e+01
  8.330510e+00    4.474359e+01
  8.338463e+00    4.365834e+01
  8.346416e+00    4.217004e+01
  8.354368e+00    3.982873e+01
  8.362321e+00    3.715769e+01
  8.370274e+00    3.385834e+01
  8.378227e+00    3.026206e+01
  8.386179e+00    2.660062e+01
  8.394132e+00    2.361436e+01
  8.402085e+00    2.131579e+01
  8.410038e+00    1.996523e+01
  8.417990e+00    1.997770e+01
  8.425943e+00    2.113424e+01
  8.433896e+00    2.332735e+01
  8.441849e+00    2.605181e+01
  8.449801e+00    2.917683e+01
  8.457754e+00    3.227661e+01
  8.465707e+00    3.517015e+01
  8.473660e+00    3.764879e+01
  8.481612e+00    3.955773e+01
  8.489565e+00    4.078094e+01
  8.497518e+00    4.145417e+01
  8.505471e+00    4.188311e+01
  8.513423e+00    4.198559e+01
  8.521376e+00    4.212418e+01
  8.529329e+00    4.212259e+01
  8.537282e+00    4.216613e+01
  8.545234e+00    4.172306e+01
  8.553187e+00    4.099163e+01
  8.561140e+00    3.992045e+01
  8.569093e+00    3.849620e+01
  8.577045e+00    3.640689e+01
  8.584998e+00    3.368510e+01
  8.592951e+00    3.052883e+01
  8.600904e+00    2.732231e+01
  8.608856e+00    2.418971e+01
  8.616809e+00    2.138495e+01
  8.624762e+00    1.900553e+01
  8.632715e+00    1.723114e+01
  8.640667e+00    1.591595e+01
  8.648620e+00    1.509967e+01
  8.656573e+00    1.451334e+01
  8.664526e+00    1.402819e+01
  8.672478e+00    1.349311e+01
  8.680431e+00    1.308487e+01
  8.688384e+00    1.266513e+01
  8.696337e+00    1.220287e+01
  8.704289e+00    1.172255e+01
  8.712242e+00    1.133887e+01
  8.720195e+00    1.110647e+01
  8.728148e+00    1.083042e+01
  8.736100e+00    1.066332e+01
  8.744053e+00    1.057898e+01
  8.752006e+00    1.048504e+01
  8.759959e+00    1.039132e+01
  8.767911e+00    1.035857e+01
  8.775864e+00    1.033393e+01
  8.783817e+00    1.030457e+01
  8.791770e+00    1.028887e+01
  8.799722e+00    1.028341e+01
  8.807675e+00    1.018653e+01
  8.815628e+00    1.009170e+01
  8.823581e+00    9.960910e+00
  8.831534e+00    1.000815e+01
  8.839486e+00    1.006759e+01
  8.847439e+00    1.012687e+01
  8.855392e+00    1.010182e+01
  8.863345e+00    1.004212e+01
  8.871297e+00    1.003266e+01
  8.879250e+00    9.986130e+00
  8.887203e+00    9.972517e+00
  8.895156e+00    9.880736e+00
  8.903108e+00    9.912141e+00
  8.911061e+00    9.871423e+00
  8.919014e+00    9.820189e+00
  8.926967e+00    9.834281e+00
  8.934919e+00    9.852492e+00
  8.942872e+00    9.799607e+00
  8.950825e+00    9.691560e+00
  8.958778e+00    9.699003e+00
  8.966730e+00    9.695458e+00
  8.974683e+00    9.682372e+00
  8.982636e+00    9.687632e+00
  8.990589e+00    9.745036e+00
  8.998541e+00    9.764880e+00
  9.006494e+00    9.713905e+00
  9.014447e+00    9.685477e+00
  9.022400e+00    9.684176e+00
  9.030352e+00    9.738774e+00
  9.038305e+00    9.748041e+00
  9.046258e+00    9.724629e+00
  9.054211e+00    9.691047e+00
  9.062163e+00    9.741957e+00
  9.070116e+00    9.742166e+00
  9.078069e+00    9.744607e+00
  9.086022e+00    9.813187e+00
  9.093974e+00    9.893251e+00
  9.101927e+00    9.910853e+00
  9.109880e+00    9.835308e+00
  9.117833e+00    9.825407e+00
  9.125785e+00    9.870695e+00
  9.133738e+00    9.896470e+00
  9.141691e+00    9.893076e+00
  9.149644e+00    9.952945e+00
  9.157596e+00    1.005700e+01
  9.165549e+00    1.010304e+01
  9.173502e+00    1.018199e+01
  9.181455e+00    1.022915e+01
  9.189407e+00    1.040994e+01
  9.197360e+00    1.067571e+01
  9.205313e+00    1.110216e+01
  9.213266e+00    1.165304e+01
  9.221218e+00    1.251276e+01
  9.229171e+00    1.367682e+01
  9.237124e+00    1.522412e+01
  9.245077e+00    1.712486e+01
  9.253029e+00    1.916629e+01
  9.260982e+00    2.098162e+01
  9.268935e+00    2.282746e+01
  9.276888e+00    2.457822e+01
  9.284841e+00    2.599685e+01
  9.292793e+00    2.706486e+01
  9.300746e+00    2.784420e+01
  9.308699e+00    2.830910e+01
  9.316652e+00    2.854356e+01
  9.324604e+00    2.856080e+01
  9.332557e+00    2.850153e+01
  9.340510e+00    2.842632e+01
  9.348463e+00    2.825148e+01
  9.356415e+00    2.801056e+01
  9.364368e+00    2.764251e+01
  9.372321e+00    2.712533e+01
  9.380274e+00    2.641537e+01
  9.388226e+00    2.540424e+01
  9.396179e+00    2.414748e+01
  9.404132e+00    2.252553e+01
  9.412085e+00    2.063933e+01
  9.420037e+00    1.873324e+01
  9.427990e+00    1.693407e+01
  9.435943e+00    1.530459e+01
  9.443896e+00    1.383910e+01
  9.451848e+00    1.263702e+01
  9.459801e+00    1.172585e+01
  9.467754e+00    1.103460e+01
  9.475707e+00    1.050474e+01
  9.483659e+00    1.023299e+01
  9.491612e+00    1.009370e+01
  9.499565e+00    1.000670e+01
  9.507518e+00    9.855835e+00
  9.515470e+00    9.752701e+00
  9.523423e+00    9.768317e+00
  9.531376e+00    9.711503e+00
  9.539329e+00    9.624467e+00
  9.547281e+00    9.567734e+00
  9.555234e+00    9.598684e+00
  9.563187e+00    9.611924e+00
  9.571140e+00    9.636212e+00
  9.579092e+00    9.654095e+00
  9.587045e+00    9.650949e+00
  9.594998e+00    9.631642e+00
  9.602951e+00    9.636390e+00
  9.610903e+00    9.661291e+00
  9.618856e+00    9.684641e+00
  9.626809e+00    9.668113e+00
  9.634762e+00    9.693112e+00
  9.642714e+00    9.641623e+00
  9.650667e+00    9.637555e+00
  9.658620e+00    9.698491e+00
  9.666573e+00    9.706768e+00
  9.674525e+00    9.759857e+00
  9.682478e+00    9.832644e+00
  9.690431e+00    9.887743e+00
  9.698384e+00    1.001417e+01
  9.706336e+00    1.017466e+01
  9.714289e+00    1.041186e+01
  9.722242e+00    1.073174e+01
  9.730195e+00    1.102592e+01
  9.738147e+00    1.132143e+01
  9.746100e+00    1.163857e+01
  9.754053e+00    1.202579e+01
  9.762006e+00    1.239730e+01
  9.769959e+00    1.288233e+01
  9.777911e+00    1.350881e+01
  9.785864e+00    1.441819e+01
  9.793817e+00    1.556723e+01
  9.801770e+00    1.701232e+01
  9.809722e+00    1.868702e+01
  9.817675e+00    2.046862e+01
  9.825628e+00    2.216606e+01
  9.833581e+00    2.388549e+01
  9.841533e+00    2.553419e+01
  9.849486e+00    2.689130e+01
  9.857439e+00    2.780836e+01
  9.865392e+00    2.829744e+01
  9.873344e+00    2.878256e+01
  9.881297e+00    2.909583e+01
  9.889250e+00    2.904608e+01
  9.897203e+00    2.873230e+01
  9.905155e+00    2.849082e+01
  9.913108e+00    2.836649e+01
  9.921061e+00    2.812645e+01
  9.929014e+00    2.767553e+01
  9.936966e+00    2.713806e+01
  9.944919e+00    2.657977e+01
  9.952872e+00    2.583251e+01
  9.960825e+00    2.492161e+01
  9.968777e+00    2.369345e+01
  9.976730e+00    2.229736e+01
  9.984683e+00    2.065201e+01
  9.992636e+00    1.903433e+01
  1.000059e+01    1.733048e+01
  1.000854e+01    1.574257e+01
  1.001649e+01    1.421276e+01
  1.002445e+01    1.295137e+01
  1.003240e+01    1.201790e+01
  1.004035e+01    1.131040e+01
  1.004830e+01    1.076916e+01
  1.005626e+01    1.036504e+01
  1.006421e+01    1.006354e+01
  1.007216e+01    9.859168e+00
  1.008012e+01    9.711880e+00
  1.008807e+01    9.577051e+00
  1.009602e+01    9.468732e+00
  1.010397e+01    9.427054e+00
  1.011193e+01    9.359958e+00
  1.011988e+01    9.314750e+00
  1.012783e+01    9.266079e+00
  1.013579e+01    9.313915e+00
  1.014374e+01    9.306813e+00
  1.015169e+01    9.218870e+00
  1.015964e+01    9.139297e+00
  1.016760e+01    9.151019e+00
  1.017555e+01    9.152614e+00
  1.018350e+01    9.065969e+00
  1.019145e+01    9.001777e+00
  1.019941e+01    9.028884e+00
  1.020736e+01    9.001069e+00
  1.021531e+01    8.982207e+00
  1.022327e+01    8.937459e+00
  1.023122e+01    8.888123e+00
  1.023917e+01    8.898991e+00
  1.024712e+01    8.920943e+00
  1.025508e+01    8.957272e+00
  1.026303e+01    8.920599e+00
  1.027098e+01    8.883432e+00
  1.027893e+01    8.900244e+00
  1.028689e+01    8.880862e+00
  1.029484e+01    8.873424e+00
  1.030279e+01    8.885874e+00
  1.031075e+01    8.913751e+00
  1.031870e+01    8.890797e+00
  1.032665e+01    8.862884e+00
  1.033460e+01    8.866511e+00
  1.034256e+01    8.826338e+00
  1.035051e+01    8.840048e+00
  1.035846e+01    8.933824e+00
  1.036642e+01    8.949082e+00
  1.037437e+01    8.948874e+00
  1.038232e+01    8.949012e+00
  1.039027e+01    8.991406e+00
  1.039823e+01    9.060655e+00
  1.040618e+01    9.122986e+00
  1.041413e+01    9.181684e+00
  1.042208e+01    9.179079e+00
  1.043004e+01    9.211871e+00
  1.043799e+01    9.241961e+00
  1.044594e+01    9.289306e+00
  1.045390e+01    9.335400e+00
  1.046185e+01    9.376677e+00
  1.046980e+01    9.424337e+00
  1.047775e+01    9.358436e+00
  1.048571e+01    9.344804e+00
  1.049366e+01    9.316564e+00
  1.050161e+01    9.294679e+00
  1.050956e+01    9.296062e+00
  1.051752e+01    9.327061e+00
  1.052547e+01    9.332277e+00
  1.053342e+01    9.382168e+00
  1.054138e+01    9.369256e+00
  1.054933e+01    9.334789e+00
  1.055728e+01    9.276603e+00
  1.056523e+01    9.298617e+00
  1.057319e+01    9.256789e+00
  1.058114e+01    9.175286e+00
  1.058909e+01    9.131295e+00
  1.059704e+01    9.111067e+00
  1.060500e+01    9.031125e+00
  1.061295e+01    8.969192e+00
  1.062090e+01    8.994694e+00
  1.062886e+01    9.100253e+00
  1.063681e+01    9.232196e+00
  1.064476e+01    9.285110e+00
  1.065271e+01    9.371506e+00
  1.066067e+01    9.586325e+00
  1.066862e+01    9.915401e+00
  1.067657e+01    1.026413e+01
  1.068453e+01    1.062294e+01
  1.069248e+01    1.106714e+01
  1.070043e+01    1.154097e+01
  1.070838e+01    1.190469e+01
  1.071634e+01    1.218992e+01
  1.072429e+01    1.244774e+01
  1.073224e+01    1.271581e+01
  1.074019e+01    1.284525e+01
  1.074815e+01    1.294506e+01
  1.075610e+01    1.300583e+01
  1.076405e+01    1.309792e+01
  1.077201e+01    1.314711e+01
  1.077996e+01    1.316070e+01
  1.078791e+01    1.311429e+01
  1.079586e+01    1.319379e+01
  1.080382e+01    1.330257e+01
  1.081177e+01    1.338877e+01
  1.081972e+01    1.336764e+01
  1.082767e+01    1.326406e+01
  1.083563e+01    1.319893e+01
  1.084358e+01    1.309111e+01
  1.085153e+01    1.283040e+01
  1.085949e+01    1.248651e+01
  1.086744e+01    1.213108e+01
  1.087539e+01    1.175510e+01
  1.088334e+01    1.134160e+01
  1.089130e+01    1.104644e+01
  1.089925e+01    1.078612e+01
  1.090720e+01    1.059160e+01
  1.091516e+01    1.033536e+01
  1.092311e+01    1.019180e+01
  1.093106e+01    1.012677e+01
  1.093901e+01    1.007023e+01
  1.094697e+01    9.978353e+00
  1.095492e+01    9.920831e+00
  1.096287e+01    9.881642e+00
  1.097082e+01    9.854339e+00
  1.097878e+01    9.879773e+00
  1.098673e+01    9.870683e+00
  1.099468e+01    9.774171e+00
  1.100264e+01    9.703262e+00
  1.101059e+01    9.705063e+00
  1.101854e+01    9.721209e+00
  1.102649e+01    9.709608e+00
  1.103445e+01    9.756558e+00
  1.104240e+01    9.821949e+00
  1.105035e+01    9.834597e+00
  1.105830e+01    9.830200e+00
  1.106626e+01    9.813903e+00
  1.107421e+01    9.811219e+00
  1.108216e+01    9.886620e+00
  1.109012e+01    9.927026e+00
  1.109807e+01    9.961692e+00
  1.110602e+01    1.000010e+01
  1.111397e+01    1.011859e+01
  1.112193e+01    1.025580e+01
  1.112988e+01    1.045020e+01
  1.113783e+01    1.079591e+01
  1.114578e+01    1.141227e+01
  1.115374e+01    1.218339e+01
  1.116169e+01    1.304455e+01
  1.116964e+01    1.402061e+01
  1.117760e+01    1.516644e+01
  1.118555e+01    1.647481e+01
  1.119350e+01    1.775356e+01
  1.120145e+01    1.886584e+01
  1.120941e+01    1.985282e+01
  1.121736e+01    2.066351e+01
  1.122531e+01    2.128873e+01
  1.123327e+01    2.162176e+01
  1.124122e+01    2.188892e+01
  1.124917e+01    2.214350e+01
  1.125712e+01    2.233659e+01
  1.126508e+01    2.246040e+01
  1.127303e+01    2.235639e+01
  1.128098e+01    2.241252e+01
  1.128893e+01    2.257894e+01
  1.129689e+01    2.273398e+01
  1.130484e+01    2.292616e+01
  1.131279e+01    2.318905e+01
  1.132075e+01    2.352624e+01
  1.132870e+01    2.380396e+01
  1.133665e+01    2.406237e+01
  1.134460e+01    2.426827e+01
  1.135256e+01    2.428541e+01
  1.136051e+01    2.413953e+01
  1.136846e+01    2.369514e+01
  1.137641e+01    2.300425e+01
  1.138437e+01    2.208306e+01
  1.139232e+01    2.128419e+01
  1.140027e+01    2.040952e+01
  1.140823e+01    1.959452e+01
  1.141618e+01    1.886939e+01
  1.142413e+01    1.836796e+01
  1.143208e+01    1.799725e+01
  1.144004e+01    1.769967e+01
  1.144799e+01    1.744060e+01
  1.145594e+01    1.724495e+01
  1.146390e+01    1.704242e+01
  1.147185e+01    1.691152e+01
  1.147980e+01    1.671986e+01
  1.148775e+01    1.649225e+01
  1.149571e+01    1.626113e+01
  1.150366e+01    1.603485e+01
  1.151161e+01    1.573709e+01
  1.151956e+01    1.521986e+01
  1.152752e+01    1.454463e+01
  1.153547e+01    1.382904e+01
  1.154342e+01    1.312047e+01
  1.155138e+01    1.245574e+01
  1.155933e+01    1.186924e+01
  1.156728e+01    1.132969e+01
  1.157523e+01    1.081390e+01
  1.158319e+01    1.043859e+01
  1.159114e+01    1.014112e+01
  1.159909e+01    9.899920e+00
  1.160704e+01    9.783378e+00
  1.161500e+01    9.697474e+00
  1.162295e+01    9.605770e+00
  1.163090e+01    9.478509e+00
  1.163886e+01    9.500932e+00
  1.164681e+01    9.501568e+00
  1.165476e+01    9.498428e+00
  1.166271e+01    9.410936e+00
  1.167067e+01    9.305697e+00
  1.167862e+01    9.274125e+00
  1.168657e+01    9.328011e+00
  1.169453e+01    9.377493e+00
  1.170248e+01    9.393261e+00
  1.171043e+01    9.366436e+00
  1.171838e+01    9.331079e+00
  1.172634e+01    9.365029e+00
  1.173429e+01    9.394038e+00
  1.174224e+01    9.384017e+00
  1.175019e+01    9.387758e+00
  1.175815e+01    9.429172e+00
  1.176610e+01    9.522415e+00
  1.177405e+01    9.550901e+00
  1.178201e+01    9.503728e+00
  1.178996e+01    9.525421e+00
  1.179791e+01    9.537642e+00
  1.180586e+01    9.516116e+00
  1.181382e+01    9.494859e+00
  1.182177e+01    9.522904e+00
  1.182972e+01    9.546616e+00
  1.183767e+01    9.615715e+00
  1.184563e+01    9.616532e+00
  1.185358e+01    9.618043e+00
  1.186153e+01    9.610776e+00
  1.186949e+01    9.645931e+00
  1.187744e+01    9.698686e+00
  1.188539e+01    9.798023e+00
  1.189334e+01    9.864472e+00
  1.190130e+01    9.956509e+00
  1.190925e+01    1.006018e+01
  1.191720e+01    1.017109e+01
  1.192515e+01    1.036223e+01
  1.193311e+01    1.065683e+01
  1.194106e+01    1.096243e+01
  1.194901e+01    1.121892e+01
  1.195697e+01    1.153225e+01
  1.196492e+01    1.187864e+01
  1.197287e+01    1.223025e+01
  1.198082e+01    1.251913e+01
  1.198878e+01    1.278204e+01
  1.199673e+01    1.306081e+01
  1.200468e+01    1.323691e+01
  1.201264e+01    1.332032e+01
  1.202059e+01    1.332122e+01
  1.202854e+01    1.332200e+01
  1.203649e+01    1.333887e+01
  1.204445e+01    1.334414e+01
  1.205240e+01    1.329370e+01
  1.206035e+01    1.322762e+01
  1.206830e+01    1.315736e+01
  1.207626e+01    1.305832e+01
  1.208421e+01    1.297411e+01
  1.209216e+01    1.293128e+01
  1.210012e+01    1.288459e+01
  1.210807e+01    1.276528e+01
  1.211602e+01    1.268001e+01
  1.212397e+01    1.256660e+01
  1.213193e+01    1.238201e+01
  1.213988e+01    1.216536e+01
  1.214783e+01    1.186003e+01
